latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,region
47.84376,36.83806,306.84,0.42,0.45,2025-01-05,0009,N,VIIRS,n,2,266.54,1.34,N,0,Black_Sea_Ukraine
47.86589,35.14801,310.73,0.54,0.42,2025-01-05,0009,N,VIIRS,n,2,272.34,2.48,N,3,Black_Sea_Ukraine
47.8703,35.16559,305.24,0.54,0.42,2025-01-05,0009,N,VIIRS,n,2,271.24,2.25,N,2,Black_Sea_Ukraine
47.87556,35.16049,301.17,0.54,0.42,2025-01-05,0009,N,VIIRS,n,2,269.13,0.74,N,2,Black_Sea_Ukraine
48.05669,37.95555,304.91,0.46,0.47,2025-01-05,0009,N,VIIRS,n,2,268.16,0.75,N,2,Black_Sea_Ukraine
48.0988,37.91812,305.72,0.46,0.47,2025-01-05,0009,N,VIIRS,n,2,267.9,1.05,N,2,Black_Sea_Ukraine
48.46192,38.77343,296.56,0.48,0.48,2025-01-05,0009,N,VIIRS,n,2,269.34,0.85,N,2,Black_Sea_Ukraine
48.47303,34.63356,296.48,0.5,0.41,2025-01-05,0009,N,VIIRS,n,2,270.2,0.97,N,2,Black_Sea_Ukraine
48.49649,38.80846,303.56,0.48,0.48,2025-01-05,0009,N,VIIRS,n,2,269.33,1.91,N,2,Black_Sea_Ukraine
48.52193,34.6291,307.41,0.5,0.41,2025-01-05,0009,N,VIIRS,n,2,271.13,2.11,N,2,Black_Sea_Ukraine
48.53361,34.64926,312.36,0.5,0.41,2025-01-05,0009,N,VIIRS,n,2,271.38,2.49,N,3,Black_Sea_Ukraine
50.45399,34.11899,306.02,0.45,0.39,2025-01-05,0009,N,VIIRS,n,2,266.74,1.03,N,0,Black_Sea_Ukraine
51.16284,35.3012,314.12,0.47,0.4,2025-01-05,0009,N,VIIRS,n,2,266.31,1.36,N,0,Black_Sea_Ukraine
51.88932,29.33521,300.14,0.39,0.36,2025-01-05,0009,N,VIIRS,n,2,267.12,0.64,N,2,Black_Sea_Ukraine
51.89175,29.34204,326.47,0.39,0.36,2025-01-05,0009,N,VIIRS,n,2,268.62,2.62,N,2,Black_Sea_Ukraine
44.73682,37.80832,332.36,0.55,0.51,2025-01-05,0010,N,VIIRS,n,2,280.49,4.39,N,2,Black_Sea_Ukraine
45.25732,31.67313,335.15,0.45,0.39,2025-01-05,0010,N,VIIRS,n,2,282.72,16.94,N,3,Black_Sea_Ukraine
45.35416,30.90524,328.16,0.43,0.38,2025-01-05,0010,N,VIIRS,n,2,265.69,1.59,N,3,Black_Sea_Ukraine
45.35519,30.89987,298.9,0.43,0.38,2025-01-05,0010,N,VIIRS,n,2,264.03,1.59,N,3,Black_Sea_Ukraine
45.37502,30.93052,313.29,0.43,0.38,2025-01-05,0010,N,VIIRS,n,2,266.5,0.81,N,3,Black_Sea_Ukraine
47.86713,33.43269,295.18,0.47,0.4,2025-01-05,0010,N,VIIRS,n,2,268.63,0.77,N,2,Black_Sea_Ukraine
47.88166,33.39933,298.57,0.47,0.4,2025-01-05,0010,N,VIIRS,n,2,267.56,0.74,N,2,Black_Sea_Ukraine
44.73426,37.80566,328.62,0.52,0.42,2025-01-05,0955,N,VIIRS,n,2,279.12,3.17,D,2,Black_Sea_Ukraine
45.25778,31.67099,337.94,0.63,0.54,2025-01-05,0955,N,VIIRS,n,2,283.54,15.16,D,3,Black_Sea_Ukraine
45.35721,30.9024,343.94,0.34,0.56,2025-01-05,0955,N,VIIRS,n,2,279.12,3.54,D,3,Black_Sea_Ukraine
48.46047,38.77252,334.97,0.43,0.38,2025-01-05,0956,N,VIIRS,n,2,275.62,4.46,D,2,Black_Sea_Ukraine
48.51971,34.63203,343.1,0.39,0.44,2025-01-05,0956,N,VIIRS,n,2,275.21,4.9,D,2,Black_Sea_Ukraine
48.81353,38.74187,330.35,0.42,0.38,2025-01-05,0956,N,VIIRS,n,2,273.07,3.54,D,0,Black_Sea_Ukraine
50.22663,36.40973,328.91,0.46,0.39,2025-01-05,0956,N,VIIRS,n,2,271.43,6.87,D,0,Black_Sea_Ukraine
50.72317,39.83023,329.22,0.39,0.36,2025-01-05,0956,N,VIIRS,n,2,271.06,3.1,D,0,Black_Sea_Ukraine
51.14191,37.93229,327.26,0.41,0.37,2025-01-05,0956,N,VIIRS,n,2,271.2,3.27,D,2,Black_Sea_Ukraine
51.16832,35.29763,325.98,0.48,0.4,2025-01-05,0957,N,VIIRS,n,2,269.65,2.84,D,0,Black_Sea_Ukraine
51.2823,34.29002,326.25,0.52,0.41,2025-01-05,0957,N,VIIRS,n,2,269.76,3.79,D,0,Black_Sea_Ukraine
52.02351,31.06169,333.35,0.43,0.46,2025-01-05,0957,N,VIIRS,n,2,269.23,4.99,D,0,Black_Sea_Ukraine
45.25449,31.67433,331.68,0.39,0.59,2025-01-05,1136,N,VIIRS,n,2,279.97,6.01,D,3,Black_Sea_Ukraine
45.25879,31.67121,354.87,0.39,0.59,2025-01-05,1136,N,VIIRS,n,2,280.61,8.04,D,3,Black_Sea_Ukraine
45.35564,30.90596,340.8,0.36,0.57,2025-01-05,1136,N,VIIRS,n,2,280.96,4.47,D,3,Black_Sea_Ukraine
47.05065,31.39721,341.11,0.39,0.59,2025-01-05,1136,N,VIIRS,n,2,276.11,3.95,D,0,Black_Sea_Ukraine
47.05082,31.40251,328.89,0.39,0.59,2025-01-05,1136,N,VIIRS,n,2,275.94,3.95,D,0,Black_Sea_Ukraine
48.09699,37.43526,326.87,0.75,0.77,2025-01-05,1137,N,VIIRS,n,2,271.34,3.63,D,0,Black_Sea_Ukraine
44.73053,37.80484,296.23,0.78,0.78,2025-01-05,2211,N,VIIRS,n,2,269.18,2.53,N,2,Black_Sea_Ukraine
44.7379,37.80694,321.09,0.78,0.78,2025-01-05,2211,N,VIIRS,n,2,274.45,2.53,N,2,Black_Sea_Ukraine
48.21272,38.24655,334.18,0.47,0.39,2025-01-05,2350,N,VIIRS,n,2,268.27,17.31,N,2,Black_Sea_Ukraine
51.13902,37.92986,328.43,0.42,0.37,2025-01-05,2350,N,VIIRS,n,2,265.93,7.42,N,2,Black_Sea_Ukraine
44.73403,37.80791,329.87,0.52,0.41,2025-01-05,2351,N,VIIRS,n,2,276.69,6.16,N,2,Black_Sea_Ukraine
44.84026,37.67885,295.06,0.51,0.41,2025-01-05,2351,N,VIIRS,n,2,269.38,0.79,N,2,Black_Sea_Ukraine
47.86857,35.16418,307.85,0.4,0.37,2025-01-05,2351,N,VIIRS,n,2,268.41,1.02,N,2,Black_Sea_Ukraine
47.8695,35.15897,298.82,0.4,0.37,2025-01-05,2351,N,VIIRS,n,2,269.67,1.44,N,3,Black_Sea_Ukraine
47.87701,35.15634,309.03,0.4,0.37,2025-01-05,2351,N,VIIRS,n,2,267.38,1.5,N,2,Black_Sea_Ukraine
47.87809,35.1902,304.04,0.4,0.37,2025-01-05,2351,N,VIIRS,n,2,266.84,0.87,N,2,Black_Sea_Ukraine
48.52103,34.63118,309.02,0.39,0.36,2025-01-05,2351,N,VIIRS,n,2,270.47,1.52,N,2,Black_Sea_Ukraine
45.25529,31.6703,297.64,0.38,0.36,2025-01-05,2352,N,VIIRS,n,2,273.12,6.38,N,3,Black_Sea_Ukraine
45.25783,31.67617,315.59,0.38,0.36,2025-01-05,2352,N,VIIRS,n,2,280.98,6.38,N,3,Black_Sea_Ukraine
45.25858,31.67131,331.91,0.38,0.36,2025-01-05,2352,N,VIIRS,n,2,287.96,6.38,N,3,Black_Sea_Ukraine
45.37649,30.92848,297.18,0.39,0.36,2025-01-05,2352,N,VIIRS,n,2,273.5,1.23,N,3,Black_Sea_Ukraine
45.20431,29.60633,327.78,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,278.83,6.66,D,0,Black_Sea_Ukraine
45.20826,29.60559,342.49,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,280.79,6.66,D,0,Black_Sea_Ukraine
45.20896,29.61274,347.37,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,280.07,6.66,D,0,Black_Sea_Ukraine
45.20966,29.6199,327.49,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,280.89,5.0,D,0,Black_Sea_Ukraine
45.21222,29.60484,327.54,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.33,9.55,D,0,Black_Sea_Ukraine
45.21292,29.612,356.42,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,282.23,9.55,D,0,Black_Sea_Ukraine
45.21362,29.61915,346.76,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,280.47,12.47,D,0,Black_Sea_Ukraine
45.21432,29.62632,330.26,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.05,12.47,D,0,Black_Sea_Ukraine
45.21511,29.61228,350.31,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,282.63,11.73,D,0,Black_Sea_Ukraine
45.21577,29.61946,339.96,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,279.3,11.73,D,0,Black_Sea_Ukraine
45.21643,29.62664,327.54,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,279.28,9.83,D,0,Black_Sea_Ukraine
45.21688,29.61125,330.54,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,280.83,9.55,D,0,Black_Sea_Ukraine
45.21758,29.61842,348.25,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.46,12.47,D,0,Black_Sea_Ukraine
45.21973,29.61871,338.96,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.27,11.73,D,0,Black_Sea_Ukraine
45.22039,29.62588,345.23,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.65,9.83,D,0,Black_Sea_Ukraine
45.22224,29.62484,348.26,0.56,0.43,2025-01-06,1117,N,VIIRS,n,2,281.84,19.97,D,0,Black_Sea_Ukraine
45.35653,30.90107,337.7,0.43,0.46,2025-01-06,1117,N,VIIRS,n,2,280.76,10.25,D,3,Black_Sea_Ukraine
45.21511,29.59714,300.45,0.4,0.44,2025-01-06,2333,N,VIIRS,n,2,273.94,1.29,N,0,Black_Sea_Ukraine
45.21919,29.5979,315.42,0.4,0.44,2025-01-06,2333,N,VIIRS,n,2,275.0,1.29,N,0,Black_Sea_Ukraine
45.22147,29.5994,321.95,0.4,0.44,2025-01-06,2333,N,VIIRS,n,2,275.62,1.19,N,0,Black_Sea_Ukraine
45.22328,29.59866,300.28,0.4,0.44,2025-01-06,2333,N,VIIRS,n,2,275.54,0.86,N,0,Black_Sea_Ukraine
45.2567,31.67138,344.31,0.49,0.4,2025-01-06,2333,N,VIIRS,n,2,281.65,9.54,N,3,Black_Sea_Ukraine
45.26043,31.67221,336.0,0.49,0.4,2025-01-06,2333,N,VIIRS,n,2,280.67,4.43,N,3,Black_Sea_Ukraine
45.35357,30.90546,327.39,0.53,0.42,2025-01-06,2333,N,VIIRS,n,2,279.87,5.38,N,3,Black_Sea_Ukraine
45.35742,30.90627,323.83,0.53,0.42,2025-01-06,2333,N,VIIRS,n,2,280.2,2.88,N,3,Black_Sea_Ukraine
45.37456,30.93061,317.8,0.53,0.42,2025-01-06,2333,N,VIIRS,n,2,279.97,1.74,N,3,Black_Sea_Ukraine
46.86296,38.93329,327.36,0.35,0.57,2025-01-07,0918,N,VIIRS,n,2,279.0,3.19,D,0,Black_Sea_Ukraine
45.25917,31.67449,340.35,0.44,0.39,2025-01-07,1058,N,VIIRS,n,2,278.98,16.75,D,3,Black_Sea_Ukraine
44.73397,37.80834,336.32,0.44,0.38,2025-01-07,2314,N,VIIRS,n,2,282.2,2.52,N,2,Black_Sea_Ukraine
44.7347,37.80738,340.05,0.44,0.38,2025-01-07,2314,N,VIIRS,n,2,282.89,5.47,N,2,Black_Sea_Ukraine
44.73748,37.80927,297.24,0.44,0.38,2025-01-07,2314,N,VIIRS,n,2,278.05,2.52,N,2,Black_Sea_Ukraine
44.84533,37.6707,295.06,0.44,0.38,2025-01-07,2314,N,VIIRS,n,2,275.56,0.51,N,2,Black_Sea_Ukraine
45.23743,26.0687,331.66,0.54,0.42,2025-01-08,1039,N,VIIRS,n,2,289.29,7.37,D,0,Black_Sea_Ukraine
45.2568,31.67624,328.46,0.39,0.36,2025-01-08,1039,N,VIIRS,n,2,282.84,5.71,D,3,Black_Sea_Ukraine
45.25835,31.67266,333.42,0.39,0.36,2025-01-08,1039,N,VIIRS,n,2,286.22,17.42,D,3,Black_Sea_Ukraine
45.34858,37.39362,345.69,0.48,0.4,2025-01-08,1039,N,VIIRS,n,2,274.61,17.04,D,0,Black_Sea_Ukraine
45.35743,30.90526,327.29,0.39,0.36,2025-01-08,1039,N,VIIRS,n,2,281.69,7.88,D,3,Black_Sea_Ukraine
45.37561,30.93048,327.55,0.39,0.36,2025-01-08,1039,N,VIIRS,n,2,280.91,2.45,D,3,Black_Sea_Ukraine
47.85981,33.44679,343.39,0.4,0.37,2025-01-08,1040,N,VIIRS,n,2,285.57,5.84,D,2,Black_Sea_Ukraine
48.51824,34.63009,326.85,0.42,0.38,2025-01-08,1040,N,VIIRS,n,2,282.61,1.73,D,2,Black_Sea_Ukraine
50.08375,29.57909,337.28,0.39,0.36,2025-01-08,1041,N,VIIRS,n,2,271.03,4.89,D,0,Black_Sea_Ukraine
51.89194,29.33899,330.06,0.38,0.36,2025-01-08,1041,N,VIIRS,n,2,273.99,2.74,D,2,Black_Sea_Ukraine
48.46144,38.774,307.09,0.45,0.47,2025-01-08,2254,N,VIIRS,n,2,277.78,1.49,N,2,Black_Sea_Ukraine
44.73392,37.80577,319.21,0.45,0.47,2025-01-08,2255,N,VIIRS,n,2,280.82,2.05,N,2,Black_Sea_Ukraine
44.73823,37.80683,302.4,0.45,0.47,2025-01-08,2255,N,VIIRS,n,2,282.25,2.05,N,2,Black_Sea_Ukraine
45.20127,29.61891,304.8,0.57,0.69,2025-01-08,2255,N,VIIRS,n,2,277.24,1.21,N,0,Black_Sea_Ukraine
45.25751,31.67035,367.0,0.45,0.63,2025-01-08,2255,N,VIIRS,h,2,285.1,9.78,N,3,Black_Sea_Ukraine
45.35416,30.90263,328.22,0.49,0.65,2025-01-08,2255,N,VIIRS,n,2,275.45,2.07,N,3,Black_Sea_Ukraine
45.35431,30.89613,296.59,0.49,0.65,2025-01-08,2255,N,VIIRS,n,2,273.84,2.07,N,3,Black_Sea_Ukraine
47.85976,35.14543,306.37,0.33,0.55,2025-01-09,0034,N,VIIRS,n,2,277.16,1.51,N,3,Black_Sea_Ukraine
47.86094,35.14131,307.21,0.33,0.55,2025-01-09,0034,N,VIIRS,n,2,277.03,1.55,N,3,Black_Sea_Ukraine
47.86258,35.14273,302.37,0.33,0.55,2025-01-09,0034,N,VIIRS,n,2,276.91,1.49,N,3,Black_Sea_Ukraine
47.87165,35.16266,300.46,0.33,0.55,2025-01-09,0034,N,VIIRS,n,2,278.61,1.36,N,2,Black_Sea_Ukraine
44.73461,37.8123,303.68,0.53,0.67,2025-01-09,0035,N,VIIRS,n,2,278.78,2.16,N,2,Black_Sea_Ukraine
44.73585,37.81382,296.22,0.53,0.67,2025-01-09,0035,N,VIIRS,n,2,278.51,2.74,N,2,Black_Sea_Ukraine
44.73661,37.80621,313.95,0.53,0.67,2025-01-09,0035,N,VIIRS,n,2,280.92,2.16,N,2,Black_Sea_Ukraine
44.73774,37.80793,315.91,0.53,0.67,2025-01-09,0035,N,VIIRS,n,2,281.36,4.63,N,2,Black_Sea_Ukraine
44.84069,37.67813,297.97,0.52,0.67,2025-01-09,0035,N,VIIRS,n,2,278.38,1.23,N,2,Black_Sea_Ukraine
45.25455,31.67408,298.6,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,280.84,6.47,N,3,Black_Sea_Ukraine
45.25541,31.67548,337.38,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,281.42,4.83,N,3,Black_Sea_Ukraine
45.25717,31.66878,303.95,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,280.86,4.83,N,3,Black_Sea_Ukraine
45.25902,31.67642,338.27,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,286.06,6.47,N,3,Black_Sea_Ukraine
45.25989,31.6778,337.79,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,282.56,4.83,N,3,Black_Sea_Ukraine
45.26163,31.67111,313.38,0.55,0.51,2025-01-09,0035,N,VIIRS,n,2,281.24,4.83,N,3,Black_Sea_Ukraine
45.35604,30.90382,336.51,0.5,0.49,2025-01-09,0035,N,VIIRS,n,2,280.63,5.19,N,3,Black_Sea_Ukraine
45.37453,30.92711,317.1,0.5,0.49,2025-01-09,0035,N,VIIRS,n,2,280.61,1.64,N,3,Black_Sea_Ukraine
45.20687,29.62424,297.76,0.44,0.46,2025-01-09,0036,N,VIIRS,n,2,266.35,0.85,N,0,Black_Sea_Ukraine
44.7361,37.80862,328.46,0.38,0.36,2025-01-09,1020,N,VIIRS,n,2,287.02,3.23,D,2,Black_Sea_Ukraine
44.77651,39.44388,334.06,0.4,0.37,2025-01-09,1020,N,VIIRS,n,2,287.63,3.55,D,0,Black_Sea_Ukraine
44.79166,39.04333,328.76,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,288.58,4.99,D,0,Black_Sea_Ukraine
44.79499,39.04242,325.24,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,287.05,3.63,D,0,Black_Sea_Ukraine
44.80327,39.20828,332.61,0.4,0.37,2025-01-09,1020,N,VIIRS,n,2,287.19,2.98,D,0,Black_Sea_Ukraine
44.94634,38.50308,341.71,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,291.82,17.72,D,0,Black_Sea_Ukraine
45.12814,37.65327,328.82,0.38,0.36,2025-01-09,1020,N,VIIRS,n,2,287.7,1.48,D,0,Black_Sea_Ukraine
45.13108,37.65461,333.64,0.38,0.36,2025-01-09,1020,N,VIIRS,n,2,288.93,4.17,D,0,Black_Sea_Ukraine
45.16446,37.83216,332.08,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,287.3,5.02,D,0,Black_Sea_Ukraine
45.16558,37.81661,328.86,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,288.25,3.45,D,0,Black_Sea_Ukraine
45.18064,37.57384,328.46,0.38,0.36,2025-01-09,1020,N,VIIRS,n,2,286.59,3.09,D,0,Black_Sea_Ukraine
45.19944,29.62177,338.44,0.41,0.45,2025-01-09,1020,N,VIIRS,n,2,282.22,4.07,D,0,Black_Sea_Ukraine
45.2034,29.61999,345.45,0.41,0.45,2025-01-09,1020,N,VIIRS,n,2,283.16,4.07,D,0,Black_Sea_Ukraine
45.25776,31.67151,329.65,0.5,0.41,2025-01-09,1020,N,VIIRS,n,2,283.59,13.56,D,3,Black_Sea_Ukraine
45.26328,37.3124,332.04,0.38,0.36,2025-01-09,1020,N,VIIRS,n,2,289.71,13.74,D,0,Black_Sea_Ukraine
45.35465,30.90722,327.28,0.53,0.42,2025-01-09,1020,N,VIIRS,n,2,281.05,3.72,D,3,Black_Sea_Ukraine
45.94203,40.06616,327.81,0.42,0.38,2025-01-09,1020,N,VIIRS,n,2,284.16,8.9,D,0,Black_Sea_Ukraine
46.10471,39.37996,341.21,0.41,0.37,2025-01-09,1020,N,VIIRS,n,2,288.55,10.56,D,0,Black_Sea_Ukraine
46.58721,38.15387,328.82,0.39,0.36,2025-01-09,1020,N,VIIRS,n,2,285.64,1.63,D,0,Black_Sea_Ukraine
45.41182,29.26207,332.66,0.42,0.45,2025-01-09,1021,N,VIIRS,n,2,284.34,2.77,D,0,Black_Sea_Ukraine
47.79602,28.23536,344.12,0.4,0.44,2025-01-09,1021,N,VIIRS,n,2,281.4,5.25,D,0,Black_Sea_Ukraine
47.87758,35.18933,328.19,0.39,0.36,2025-01-09,1021,N,VIIRS,n,2,284.22,4.17,D,2,Black_Sea_Ukraine
48.46016,38.77068,329.13,0.41,0.37,2025-01-09,1021,N,VIIRS,n,2,283.78,2.67,D,2,Black_Sea_Ukraine
48.49308,38.80729,326.2,0.41,0.37,2025-01-09,1021,N,VIIRS,n,2,283.58,1.21,D,2,Black_Sea_Ukraine
51.13807,37.93514,329.72,0.41,0.37,2025-01-09,1022,N,VIIRS,n,2,270.36,2.91,D,2,Black_Sea_Ukraine
45.25994,31.67502,354.21,0.79,0.78,2025-01-09,1201,N,VIIRS,n,2,281.67,10.48,D,3,Black_Sea_Ukraine
45.26058,31.67282,338.03,0.79,0.78,2025-01-09,1201,N,VIIRS,n,2,280.3,11.83,D,3,Black_Sea_Ukraine
45.2877,28.47358,326.5,0.56,0.69,2025-01-09,1201,N,VIIRS,n,2,283.98,3.3,D,0,Black_Sea_Ukraine
50.37715,39.63226,301.1,0.35,0.56,2025-01-09,2234,N,VIIRS,n,2,271.07,0.89,N,2,Black_Sea_Ukraine
49.85159,37.66617,298.52,0.42,0.61,2025-01-09,2235,N,VIIRS,n,2,269.07,0.47,N,0,Black_Sea_Ukraine
44.73529,37.80651,342.25,0.38,0.59,2025-01-09,2236,N,VIIRS,n,2,286.17,4.58,N,2,Black_Sea_Ukraine
44.83928,37.67501,300.72,0.39,0.59,2025-01-09,2236,N,VIIRS,n,2,279.2,0.59,N,2,Black_Sea_Ukraine
45.25763,31.66733,331.07,0.76,0.77,2025-01-09,2236,N,VIIRS,n,2,280.54,6.18,N,3,Black_Sea_Ukraine
50.37748,39.63655,296.56,0.54,0.51,2025-01-10,0015,N,VIIRS,n,2,272.52,1.25,N,2,Black_Sea_Ukraine
51.1394,37.92935,322.6,0.44,0.46,2025-01-10,0015,N,VIIRS,n,2,270.95,3.02,N,2,Black_Sea_Ukraine
51.18285,35.23989,312.03,0.53,0.42,2025-01-10,0015,N,VIIRS,n,2,272.49,1.56,N,0,Black_Sea_Ukraine
51.18651,35.24199,305.99,0.53,0.42,2025-01-10,0015,N,VIIRS,n,2,272.28,1.56,N,0,Black_Sea_Ukraine
51.25884,37.76454,308.16,0.43,0.46,2025-01-10,0015,N,VIIRS,n,2,275.11,1.37,N,2,Black_Sea_Ukraine
44.73202,37.80843,307.77,0.33,0.55,2025-01-10,0016,N,VIIRS,n,2,277.58,1.42,N,2,Black_Sea_Ukraine
44.73711,37.81001,328.8,0.33,0.55,2025-01-10,0016,N,VIIRS,n,2,284.54,2.9,N,2,Black_Sea_Ukraine
44.83748,37.67954,297.88,0.32,0.55,2025-01-10,0016,N,VIIRS,n,2,278.02,0.6,N,2,Black_Sea_Ukraine
44.83846,37.67596,296.46,0.32,0.55,2025-01-10,0016,N,VIIRS,n,2,276.36,0.6,N,2,Black_Sea_Ukraine
44.88568,38.11787,306.81,0.33,0.56,2025-01-10,0016,N,VIIRS,n,2,275.96,0.84,N,2,Black_Sea_Ukraine
46.62122,39.04956,299.39,0.33,0.55,2025-01-10,0016,N,VIIRS,n,2,275.23,0.64,N,0,Black_Sea_Ukraine
46.98286,29.33797,297.6,0.41,0.37,2025-01-10,0016,N,VIIRS,n,2,276.27,0.6,N,0,Black_Sea_Ukraine
44.2399,28.30934,300.4,0.42,0.37,2025-01-10,0017,N,VIIRS,n,2,278.01,0.9,N,2,Black_Sea_Ukraine
44.77113,33.86058,299.0,0.43,0.46,2025-01-10,0017,N,VIIRS,n,2,276.44,1.11,N,2,Black_Sea_Ukraine
45.25588,31.67545,324.99,0.52,0.41,2025-01-10,0017,N,VIIRS,n,2,282.93,4.14,N,3,Black_Sea_Ukraine
45.25725,31.66906,316.24,0.51,0.41,2025-01-10,0017,N,VIIRS,n,2,282.06,4.14,N,3,Black_Sea_Ukraine
45.25957,31.67702,327.26,0.52,0.41,2025-01-10,0017,N,VIIRS,n,2,283.19,4.14,N,3,Black_Sea_Ukraine
45.26094,31.67064,317.21,0.51,0.41,2025-01-10,0017,N,VIIRS,n,2,282.45,4.14,N,3,Black_Sea_Ukraine
45.35424,30.90257,328.38,0.48,0.4,2025-01-10,0017,N,VIIRS,n,2,283.03,3.7,N,3,Black_Sea_Ukraine
45.35783,30.90405,314.17,0.48,0.4,2025-01-10,0017,N,VIIRS,n,2,282.12,3.7,N,3,Black_Sea_Ukraine
45.37566,30.93094,316.68,0.48,0.4,2025-01-10,0017,N,VIIRS,n,2,282.49,1.95,N,3,Black_Sea_Ukraine
45.4135,27.95492,295.31,0.4,0.37,2025-01-10,0017,N,VIIRS,n,2,277.47,0.42,N,3,Black_Sea_Ukraine
44.77687,40.98446,325.39,0.39,0.36,2025-01-10,1001,N,VIIRS,n,2,285.82,1.4,D,0,Black_Sea_Ukraine
45.17304,37.56751,337.79,0.46,0.39,2025-01-10,1001,N,VIIRS,n,2,286.4,5.84,D,0,Black_Sea_Ukraine
45.25756,31.67218,339.97,0.53,0.5,2025-01-10,1002,N,VIIRS,n,2,271.17,6.98,D,3,Black_Sea_Ukraine
45.35341,30.90268,334.56,0.57,0.52,2025-01-10,1002,N,VIIRS,n,2,280.89,6.0,D,3,Black_Sea_Ukraine
46.14464,28.80937,327.93,0.34,0.56,2025-01-10,1002,N,VIIRS,n,2,282.97,1.94,D,0,Black_Sea_Ukraine
46.39833,38.72591,328.87,0.41,0.37,2025-01-10,1002,N,VIIRS,n,2,290.47,2.55,D,0,Black_Sea_Ukraine
46.51672,39.14974,326.39,0.4,0.37,2025-01-10,1002,N,VIIRS,n,2,288.92,2.33,D,0,Black_Sea_Ukraine
46.60988,39.05293,332.35,0.41,0.37,2025-01-10,1002,N,VIIRS,n,2,289.24,5.99,D,0,Black_Sea_Ukraine
46.61655,39.05045,329.7,0.41,0.37,2025-01-10,1002,N,VIIRS,n,2,304.45,33.72,D,0,Black_Sea_Ukraine
46.61988,39.04922,334.74,0.41,0.37,2025-01-10,1002,N,VIIRS,n,2,288.0,33.72,D,0,Black_Sea_Ukraine
46.6223,39.04278,330.9,0.41,0.37,2025-01-10,1002,N,VIIRS,n,2,286.76,2.44,D,0,Black_Sea_Ukraine
47.80672,38.89854,331.48,0.4,0.37,2025-01-10,1002,N,VIIRS,n,2,283.93,2.29,D,0,Black_Sea_Ukraine
45.25626,31.67355,357.42,0.47,0.64,2025-01-10,1142,N,VIIRS,n,2,279.29,6.01,D,3,Black_Sea_Ukraine
45.26028,31.6753,354.97,0.47,0.64,2025-01-10,1142,N,VIIRS,n,2,278.21,8.77,D,3,Black_Sea_Ukraine
45.35386,30.90608,336.46,0.43,0.62,2025-01-10,1142,N,VIIRS,n,2,281.72,3.79,D,3,Black_Sea_Ukraine
44.73691,37.80738,324.94,0.65,0.73,2025-01-10,2217,N,VIIRS,n,2,280.76,3.11,N,2,Black_Sea_Ukraine
44.73707,37.80939,317.95,0.65,0.73,2025-01-10,2217,N,VIIRS,n,2,279.46,5.21,N,2,Black_Sea_Ukraine
48.52038,34.63113,296.82,0.41,0.37,2025-01-10,2357,N,VIIRS,n,2,268.14,0.77,N,2,Black_Sea_Ukraine
44.7345,37.80979,332.39,0.4,0.44,2025-01-10,2358,N,VIIRS,n,2,279.5,2.55,N,2,Black_Sea_Ukraine
44.8379,37.67737,301.6,0.39,0.44,2025-01-10,2358,N,VIIRS,n,2,270.96,0.71,N,2,Black_Sea_Ukraine
44.88364,38.11575,295.49,0.41,0.45,2025-01-10,2358,N,VIIRS,n,2,272.73,0.56,N,2,Black_Sea_Ukraine
45.19025,34.65704,301.4,0.45,0.39,2025-01-10,2358,N,VIIRS,n,2,270.54,2.45,N,0,Black_Sea_Ukraine
45.19263,34.66402,297.12,0.45,0.39,2025-01-10,2358,N,VIIRS,n,2,271.31,0.98,N,0,Black_Sea_Ukraine
45.19372,34.65844,328.81,0.45,0.39,2025-01-10,2358,N,VIIRS,n,2,273.04,2.45,N,0,Black_Sea_Ukraine
45.1961,34.66543,301.82,0.45,0.39,2025-01-10,2358,N,VIIRS,n,2,272.58,2.75,N,0,Black_Sea_Ukraine
