title,publication_date,source,domain,url,collector,region,location_mention
Three killed in Russian artillery strike on Kramatorsk - The New Voice of Ukraine,2026-03-02 08:00:00+00:00,The New Voice of Ukraine,news.google.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxQalVpUVQ2b0FXa214NEp2NzRIUFc4dlphY19Eak1HZllJMFFYS1ItVmxJUnMwM3JWRENtVU90ai1iRDlYcDVRcEFuLU14NzlpTUt5NFpGYUFRSXpOM0d0NW1VaGZDOFBYeXQxUzFhOFhpLXlUM0thelQ3SFd6SnZEaTlHVVpiU2M0WDJjcjZLdk9HVlBpUVRQZjB1SDlUMkRiQUIydmVVdl9TcUliTWQ2Z0N3VmNaMnZxWHfSAa8BQVVfeXFMUC1VZnZwcFVDdmF4QkhsMktRd0xPS3pQcDZfV2xNMnRObDFfcHNPN1d0V2dubGdoTDNJbFFmbnN5Sk9SbXJBZFlfMU5xa2E3M3Z4T003dm5sanNrdVRmQmNOaWYxSlhGTFdoUEczMkhVQlVMY3NZQ3VPX3hjMWhCVW05ckdaN0hpVm1oY3VkMkt5c1BlaWRnX1U3UUg5LW5SSVVzdmhGanQ1SlZveXg5Zw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Russia-Ukraine war: List of key events, day 1,263 - Al Jazeera",2025-08-10 07:00:00+00:00,Al Jazeera,news.google.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxPTFJJZjRWdDFUWEVVUnRSMVNfU2tNRVhCR0pMSEh1NUpDR3NHd1h1X0VoOF9yVWJYU01DbDVDR2dFNVhpLUVwLXJnY0NVOXU2cS1HTTNsWEFMM1BhRDF3Q1VrRDZqM3pzNmpSYVpYRTQ4Z01SYWd3ME9fYm1PbWg1aFRUMVEtNXFOeVFHRFVrSkvSAZYBQVVfeXFMTTFjTHFMLTNucGFzRVl1UEV4RUR5V1lhUjRhZ2RaWVhGNE9LQ0p5aTlHRUpPX3RuUGRYU0RBVVhQZERxN3F2bGZIc1dxZEhYX0xmTnd1ZE5JYVBBdEZ3RlIyX1UwUk9HUDluZkZhckFkYk8xTG9wa2s1TG9USlNNMVVvdVNSc3NXQmxEaWMxS3AxRkNQeVF3?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Ukrainian civilians killed as Russian artillery strikes hit apartment building, dormitories - PBS",2023-03-22 07:00:00+00:00,PBS,news.google.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOU29hT09MX1k1bHRsVWZleFE4b1hvQnhCaW9lRHdqZUR2bFBxRXZ4NlZ5SHlaT1lRY3Nxb0xsYVZxWnJPT0M2eGhmZUVLbXozbGNSZUFMOXE0NjVkYUNzUTJvYXd0aFRhOWRiTVBGdEdJUThxSkVPOWx6VEdmOFg4S3c0Q2JVS2JGcVVPbnFhZS1DcFNSWWl3LWp2a1dHcUVUb1RfNDBrOTQ5YmJ0eWNGcWdjdXE4bkxmUTBrc0lxc3kyUDTSAcgBQVVfeXFMUFRfNk9oQ3dqNDZ2ZWxlNC1qbW9zZTVxeUNQR1NKa0tyb3lEU2o5NVlVMWdDaXhmU2UtaG02T1hRTUZCZy1TcWI1NWs2eFI4ajcyVDZRM21rWndlSWdjZHl4akM1Z0pLNnZycXdsdFlrQVYwLXhzSkVzVDEwUnA1Y3VQdVZhNVhYU1JUZExkUHdubVRXZ3o1M0xZcXJrSC00dkVKNDVjVmJRSGxBUkFEbEFXdDBjdWZhMXFiSGpwVTBEMFllTkhZeW8?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"War in Ukraine: One Year On, Nowhere Safe - ACLED",2023-03-01 08:00:00+00:00,ACLED,news.google.com,https://news.google.com/rss/articles/CBMib0FVX3lxTE12M0t1cmVvWFhCa0VWa1ZBVzkyRWpVWkNjOVYxeHBBTWxKUzJpWWs1a3JrZzVUZXRRQlNobUQ4SVlfb2xKcFczNHRvWkk1ZFA0U19Nek5ZbmsxSGE3MmtUbUR1UVVKY253b19rUy1Ibw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Drone strikes, sabotage, shelling: Russia’s war on Ukraine comes to Russia - The Washington Post",2023-03-20 07:00:00+00:00,The Washington Post,news.google.com,https://news.google.com/rss/articles/CBMifkFVX3lxTFBJZDV2RFVlem9ZUXhOd3FkNEFsbG9tYm5ScVlfU3d3aTQzZVcxSFdCVlEyc01wU3JKMnN5TG50cDZPQ05ycDhFNDZ2TDkyOW16MWt0NzM5bkJ3YTZQUWJsZ0FwUUNVYWFhdjFhMFBKTVBHdFBtaGQxdjVVN2hJZw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Ukrainian mayor says 21 killed as school and community center hit by Russian artillery strike - CBS News,2022-03-17 07:00:00+00:00,CBS News,news.google.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQU3FPZXl5NUZJT1pxRGZydlFuZUpoR2R4dWtDLVN0b1RiUlhibHBnTFp1QUdSTEhhaEowZll1b2k4V1g1QWRJOWYyMjI3Z1ptdElTTExfRFVjdC1ZNkpMRmhoS3NwbXpZYU54S1d0TmpjcFJPM1hnOGRiMTFZamI5VDFWVFlYRW5sc3BtcEZ5OWtfSkp0c1BaVVgxakRhUVZEbkZTY2dGSHlKWWFydjdDdWpR0gG3AUFVX3lxTE1aZGxFWm5FN21NRzNTbjVDUlZSdDJIc2R5VUgtdkF5WGZIcTIzMDFaNW1iTXlHeEhuR3RfcU82UnJNQWFhbU1aeGFYRkp1Yi03a2drZE41R19FNERCMnpSa3J3TWNZYjluNl90WVlRUTVYdms4M2ZWbHlaWjE0YzBvVGdZRE1laFZrSW9fTzRlczBRWXFrdHF1clg5YlJRbmJ4N0NSc0s2UWRNbmpXTkNGeXo4SFJIcw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Russia-Ukraine War: Russian Shelling Cuts Power to Kherson as Lavrov Defends Strikes (Published 2022) - The New York Times,2025-05-24 07:00:00+00:00,The New York Times,news.google.com,https://news.google.com/rss/articles/CBMieEFVX3lxTE1MUm1FOHVLazQ1RDYwR3B4ZEpkLVoyUEluVlFWRzhqU0JmdjlkdkFkZzBTNDd3Q3ozbHZTb2o2c2JSanJkazJVMzhyZjRYNDFlNEc0aW0yM1FETXRpZzNRMnlJUmxSaXd4OUFYenVxNHEyZmNGMzlUbA?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Russia Shelling Ukrainian Cities As Death Toll Mounts In Conflict - Radio Free Europe/Radio Liberty,2022-07-20 07:00:00+00:00,Radio Free Europe/Radio Liberty,news.google.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxOMTllX1dCZHRyMTNkQ183TUtKaEJwTFRndEhQb1ZoVC1GdmZRQzFQVkF2VHpLRktjd08xRnk3U2RxN0ZSNTZITUtXVzJtN1RaUkhJTi1YNGJSQmJyLUx5cF9hNDR3ZmJLeVc4RV93U3Q3eGxDYzNGQkZiT0xESWExNnVR0gGEAUFVX3lxTE1IY2VVVlNzUzA3MnBSdW1PdUFyajVRVWJmTXJ0OWJJSTdxVXo4YzhVQmNRaEVxckMzclpKdy1ZRXprZWU5eGR6djJwMTJuaGdLT09JZnVBTnlNWjVSNzk0SV9Zd0hSLW5mMno2UUVGS2VEeTVELUFNU080alB6c1Q1Rm9neg?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Ukraine war briefing: Three million shells coming from our allies, says Zelenskyy - The Guardian",2025-05-05 07:00:00+00:00,The Guardian,news.google.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQamF4RGVzU1dodzR6QzhRMHpydjFJc2tZcWdydjdxNEM5RUhVbWw2bnd2Y0JBRU50anRDdklQR2oyTFFnR2ppSUNxY0w4WVltclZmZkduU2FxdW5faEhaVlRqaTlOSlc3V1FIdlppUUlyNl9PaVZENkVJMmJmZjR5eTd3cFJmUHY2am5CWnpGcUx0Z2U4cFVaNHFLSzlMUFMyNDJsWjAybXBHSTh6S0ctM256SXQtQTBUMVozaEpGTnJobDQ?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Rheinmetall to Supply Ukraine With 100,000 Long-Range Artillery Shells Annually - UNITED24 Media",2026-05-07 07:00:00+00:00,UNITED24 Media,news.google.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPdG0zRGlLZkM0M1RQMVk4LVFFT1dyc2pKUExWMTNLemlFamt1bEN2MUdYZF9jMHdTV0RDQWdGMU9hc3BzUkpVamN1Umg0QVhuM1dUVkR4RFlZZWF3ZUowS2pKdjQ5VzBnM1J3U0lLdFQ5eWpNVFFwUjFoNWVoQWJVR293SE1hY2ttcUlySmExZWNkb29WcXlVUFZHZExzdlgzdzZSWVlEV01lUkY3d3pNV0U5VkcwMDJyVEdMdmtPUGVwR1k?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Russia is hammering Ukraine with up to 60,000 artillery shells and rockets every day - Task & Purpose",2022-06-13 07:00:00+00:00,Task & Purpose,news.google.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxPcy1HanlQVkRMalF6MFVwRWM3VjVmc0xHNkNTLUE4WjdQZ0NJdEtRdjRwaEdMWERxS0lKeEVKNjlJaXdLTllLS2h0Z1ZYaWNTZi1DMnZWNWpWLUVPeDIwX1U5emlOTXB1R09hVHRZbHRKQU1HZWJBRXR2SnZQZTk0WEJVVQ?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Russia seeks good news in eastern Ukraine with artillery strikes of Bakhmut - PBS,2022-10-28 07:00:00+00:00,PBS,news.google.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxPQkctQm1rVEVmbENpaWlxY2FHUF9Ed01fMmVlTXdtcXdSNjdIeV9obVJQVjFjalVha3J1NUhya3Vuamt3YmRBWkcxdWdZR25PZ3N4LW93c1lPbjVwejZKQ3ZJTGFJRE50dGVYSkhQcFRaRUlrTnM5QmoyZU4zdk42dzNHT25NY2RZTm9NODYxZllLN1VNV1Y4UWR1LWV3M3BfLXR1a0gyaUlmcnYyZVRF0gG0AUFVX3lxTE4tWFNSRm9Wa3I1UlR1SHVyZ2U2VGdlR3hyMjdxQl9aQlh2NjBVRUNPTHRxdy1iRGE0ZTM0WnJfY25MakZtcm1zdGVyS2xsS2VIUXhpQjkySXFlTk5Ya1VhNUlQLWN6Nm9rdWloQlFxT3YxQTRyaVFJbWlaNnRUa3NIMXRHdjZRTFE5QnZva0kyUG1MSXdOcGMwdXJ1dHpUX3J2eHVjSFhRZlpkR01jSWc5THJDMw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Deadly Russian Artillery Strikes Reported in Ukraine’s East and South (Published 2023) - The New York Times,2023-02-26 08:00:00+00:00,The New York Times,news.google.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxPbTBTTFNBTHJ4MjBVSG1ZMk9FU21SZzNVbHRCUUlmQXRVWTNxQUYyaUNXelBSNjNvb1BPSTgzRDZjY3RTVFRRajc5eGpyaXZBWEUyeHItWWdscC16RUZMNzBjZzF1akdtQ3FGd2E0QVBnRnhTcjVNOC1hMFpJWEtRaQ?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Russia-Ukraine war: List of key events, day 1,321 - Al Jazeera",2025-10-07 07:00:00+00:00,Al Jazeera,news.google.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxNN25GZTBGRUdENTlaNnhGMGgxdkdvTHFIdmJwTUNCUkVFUC1LUFpZeXBqMVVsUEV3NzlMbk51Mjd6WWh1T3pFMmlhWFBDLWFTMkVpQktVMVVWc1loVDgyckU2WUlsajNsT29mOG42Y0V5UUt6SzlEcURVOFlOd0E2N0NRM3FubEh3Y0dtTkdhRFDSAZYBQVVfeXFMUDRCbzRocnNZdmM3UnAyNm16YWNmdkNsUHlNZWhLMzRzSVBsS0RHRnBFbUlWdVJXbEhxTjdlcTgwcUdlNkJWZ0xuX2pRMGJFSjllM1JYdWFwaGp4dm4yMjNSNUJnSU1ZMHN2SDNRX1pZVDdDNmZIREhzTzJqOWVnQ3BhYndsTm41MUFUUGtBbUpuTFFsaU1B?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Strike On Market In Russian-Occupied Donetsk Kills 27, Local Official Says - Radio Free Europe/Radio Liberty",2024-01-21 08:00:00+00:00,Radio Free Europe/Radio Liberty,news.google.com,https://news.google.com/rss/articles/CBMikwFBVV95cUxQb0ZGWmdQekJNdE1kQVhqeTVmdGQyZDRTQ0RUR2kzSFdFUkZQamxLODFtd3V6aXNsRnBKSFVaeDkwWkFLTVpneFhCOW0tS29uU29USl9VS0JTQXE3WTNUUklOZTdBdEl6dTV0Yno2anh2OUJvNGJVenhFQUluSk9RTzlVaV9xVDhROFZlVklhOVl6QzDSAZYBQVVfeXFMTXA3Z0tWSmFiUWZadW9GR1hzNzlScFJTTklxTllKR1E2bnV6WHd5Zl91bTIxQVhOUzdXS0V3RmVXdnhySDJUdno2SnhqWkhFRkdfZGhJb2x6ektiQWlJTkdpc1hnY2I0MGhBRlhoLXJCU19BSEI4azQwQy1Fa3UzNGFlV1I5M1RrcXFHXzBIakZGcDhHSDdR?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Red Cross seeks access to Ukraine POW prison as Russian missiles rain down elsewhere - PBS,2022-07-30 07:00:00+00:00,PBS,news.google.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNZFNoRTB4M3psWHFrand3QVpya2tXUEEwbDhrcmNRX21tUXBaTzM2VTV3NnpwT24yQl9zZjZ2d1dHZkhLWWRURGhtWlo1bVZ1UmZJRllpZVA3djJOMWNpa2lLTm51M3haTXBkUXVOZGV6UldnbXhqajhZNEE5bm90eWJrbGhnZjR6R2RtLXBYcTNta1VBOEN4Rm5aNG9zWTlsbHlXSXg5ZExoMTZ4X3ViUGtET1BBSTRTQ3hN0gHAAUFVX3lxTFBJTFJYMHRMd3pzTmxWVktkZEdaOVdleGVjWC00V0dZUUYyZ2Vjd25LdjB5NXBqSkZLTU1hcmFMd0xXeEpwM2R2VzhCRTQ0YW9ZWWkwQ19PU1pVc1lwTkotTzlkb3ZLVmlvVmxsejZIYVVhS2k4ekFGSDVzcXV2ZUJ2M1pTd3JGOFV5X244dTg5VUF0TERNYWpNZUI0TVhFWmp3UGctVE5mM3NmU2YyZTdrc0Q3V19YWXRQcFhtMl9wZw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Russia building major new explosives facility as Ukraine war drags on - Reuters,2025-05-08 07:00:00+00:00,Reuters,news.google.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxNZmV5T09pSktQcFlHTVNhRXBIU2lUc0Vyc2pfaVJvM1A2eFQ5TkZOcDAxQWFXREFNaUJZZHNTb1hCandhdEcyblBvM3JPUlNRME9ORWlTOTNrel9aalZBNDhYeHZ4eE9RVW92TWNQTTRxYXNUVUljaE1Jd2pyRmgzV01WaHNnTUo2bkl2SHFEZzVEXzRCZGp2cHUyenNpVWRZOFZiOXhrRkxMWnJtMlM4R1BBdUQ?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
‘They’re in hell’: Hail of Russian artillery tests Ukrainian morale - The Washington Post,2022-06-03 07:00:00+00:00,The Washington Post,news.google.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxOQjVyUWdCQnBGS1F3cWVncERVUzdRZmlfZnh5TUthZkY3R3Z4Q1lhMllOaWM5ejRmcDJ2WjFONzdYRXY3WGtsOHlGS01BNVB5QzhhVV81RWlCUVRIZ2ZWcVAyR3dnOG5lbkRmOHY2M0dwUExGcTYzZEg2YlF0QzB2WA?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"North Korea soldiers, weapons helped Russia at critical moment in war on Ukraine - Reuters",2025-04-15 07:00:00+00:00,Reuters,news.google.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxPQklDM0VORUpKcUhRLW5WdGRzazg5SUlnOTZmUUk1TUtkYk5uMnNUWF9hRXVOWGFjeFBzQXVsTHY0MFVycFFPMW4xWXZPSERKaHpOblUyTFd0cy1jNE11dEhjVjJGbzB6cGlxMGkzTGFsR3lWTHJ3VzU5aGpVaTRZaXgxOVU?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Five killed in Ukrainian strikes on Russian border regions, Donetsk, officials say - Reuters",2024-05-11 07:00:00+00:00,Reuters,news.google.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxQMzdkU3BlVG1Iem1qVlI1S0cyMDNubEQtZ0tvZ1loRHljWUZwTUh5LWM3Vlh2YW9Fa0pWQWJ5SXFDOEJrbWJac1gzMF94VHJCYzNKUDdCRW5nbmVNOEw2dGRaYklySWJ3X2xTT3RJWjFOSWVHcW1YTzFtaVZsc1dYd0RCMy1KS0UwVkQ4QURvUlhqRVZIV0ZBT29WU1JoWE5HempFY3ZQX2tRR0F5MGlhR0hOUGV0Zw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Russia, Ukraine blame each other for deadly attack on POW prison in Donetsk region - PBS",2022-07-29 07:00:00+00:00,PBS,news.google.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxORnVQT2F3OW5uWUh1SVBMeWI4Y2FUQU9YdkcwRTg3NE5vdUxjd2I2dWV4a3NnQWNZWUtVSU1GZVhsTGFacEdycVhUeHFFTGtzOVd0MnhBOTNYa3E1QTNCbXJ1ejFxWkNvWnpQR0FBeUdGQ3V5ZzM1N1ZZM054Wi1NOHN3REdCcjZPRmdyZ1g2WlpFQ3M3alJySVk3ZGowV1FLeHVrMHZPeUp1LWx3Q0RtRHhjNE1NUGvSAbwBQVVfeXFMTmJoUmRLUTNYaU5ScHVLM1diamljc01NcnVRODk4RmJfalVJVDM0Q1UxblhtUUhoZW53bHg2bkM0bWxVM1BJc0djQU9wX3VrSUUtVkNRcGNNQzlPdDdFRlVhVXV3TFRlSmpXZUQ3amRjc3lzTFcyMzdHUDJ2WnBfd09SbE9VTmpCdlFoTE9tYy04aC1HdXFNN3VrSzFUdEN5el9iUmxyQk9RSERuYjZvNWthWEVPbXpyVEJmYUc?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Ukraine Invasion Updates - Critical Threats,2022-02-22 08:00:00+00:00,Critical Threats,news.google.com,https://news.google.com/rss/articles/CBMic0FVX3lxTE1qQ2wyZUlQRURiMm9FZUxFTTlGUjJSM0RTeTFHblUzc20xMUU5aEF6dVNteVJlRHg4N29NeXdUTnlZeHVyYjBDMjJmNnZtSF8yaGNHaXpnOXh2bkVRMDhSZEpxRVFnNWt3VjYtcXJLRTVnelU?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Brothers in Arms: Assessing North Korea’s Contribution to Russia’s War in Ukraine - Royal United Services Institute (RUSI),2025-05-06 07:00:00+00:00,Royal United Services Institute (RUSI),news.google.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOOGNQR1hwdU5pSWlmeUNoV05aY1V3MzlVSjNrWG83OGRrVnp4eWFTQ2xRM0RQZjlzM00zR3haUlBQcWhoUl82V1FqUVVZaDVOMnljZVBXMUR5MVZlRE9wRGtBWVRDeWtKQ0xFeEpGV1VvM2pDTnk4OXVYelFlYnlOaGJNbFZIcXZTY1RLMm1ubmo2bzVJemJQQUVaYVpEM2NsS29qSjVyNEFMdi1ySVpUbjkyTzlLNktqYmdabmxubTdjT2wxUEdZSkNqRW51dGRO?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"In Ukraine’s war-weary east, intensifying shelling and battered homes signal attempts at provocation by Russia - The Washington Post",2022-02-19 08:00:00+00:00,The Washington Post,news.google.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE9FVnhLaVZ6NFU5NHExZWlKbGt0ak5wSTd1M1FDVEJSdTNiUFJjQ1lhdGdNYTdMSjVqRzdKazluamhGU19oQ200dzBfX1R4ZDl4dUFPNVNlSlNSNWNlZXpTT3dnd3l4cGNjUG1yTVpuanZYaGNJNTdQSUd2SGZ0VzA?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Miratorg pig farm sustains artillery strike - Pig Progress,2023-09-01 07:00:00+00:00,Pig Progress,news.google.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxONFJvWkFUb1M1VUxGWmZYd0FhMWlyTjFUcVN0R3NiNG0zWC1IWXZJUzhFdEZ0Y3YxdzJFMXladklBRm9mS1NQYU5Vc0swMUV2b1A4aTd3NEVCQW9KSWpNNEg1d1paS0R6MFZEOXRFYThqbjhnR1IxNXFzWUk5SllFV3E2dVNWSWN4QXZmSXpIazdoVHZMZTZvWW1ubDVveXEyX0lzdWlQVEtOT1gtTFdqZ0toTmR5TWw2SGlFcVEyVFV5dUU2bnBTTG1fV3VOTHdMd09B?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"As Shelling Picks Up, Eastern Ukrainians Are Cowering (Published 2022) - The New York Times",2022-02-18 08:00:00+00:00,The New York Times,news.google.com,https://news.google.com/rss/articles/CBMikgFBVV95cUxOaG1zYjU4bERlY3NWdFloR01NQlE0UkNlNkhiZDlRNHRPenB5XzFNdTA0ZWQ1Q0drOE5tcEVZLXdSb0RIYldlaERGVUZoQTMxZDBfU09udVJGMFhhVFV5bXltRXdGVE1QbkliRE1LMUF0dkVWVE1Tc2RVZ1JsNzRiaWgtSHNCWTJsN2E2MWRhQUpodw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Russian artillery pounds cities, towns and villages in eastern Ukraine - Los Angeles Times",2022-04-30 07:00:00+00:00,Los Angeles Times,news.google.com,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOYkRMTVItNnZQU01ZbVdtVVlaLUhOY05QNk9jS0ZxYllLY0xBcnR3OHFycnBIRmhTUHEzcGdZREpyTU9lZHg2c29IVkxwVk81cDFEWUVFU3AyLS1pQWFmYzFZSFlTaTZCcGRwMThyVktoY2p3WlpqQWJHYjRxUUlsdVpOTG14eF9ST25oSHlMUlEycWp3a3N4M3pta1NZNGRrTi1hc2Fsa2FFN0hDSW40RDJCTzcxRUJTYmpJbmtDV1gtdWFocERDeVZ5ZzVTMzF1MnBXVw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Evolving Artillery Needs: What Ukraine’s Frontline Reveals About Modern Indirect Fires - The Defense Post,2024-12-11 08:00:00+00:00,The Defense Post,news.google.com,https://news.google.com/rss/articles/CBMifkFVX3lxTE9yMXpqWFZTTWNNdDVMQy1XVng3QUxQS3p3Mk9IRFpxa20wM1hZU0ttdzhESm5pQms3aTZybjBISVFRZ3ItaGpHZE5TcFNmSVBUQ2M1QzdFNy1IMjdCOFFVMVBXX0MtMDliVDZVTUtOdnh0Z1BaSVV1NzI3cklzZ9IBgwFBVV95cUxQNDFPdzNlUlNselNFTGtrUWxUOUFfOW0zb0lLcllNUWdXQlJ6M2M3ZHZmR2ZMWkZjUUdpQURGLWVlNHZZUmdMb2VPekxUME02b3NGaURGSGtUOFZDSDlLeVNQTnVvdlVFUmt2c19lN3ZjZzdCUXJqNWdQSnNrUkpzcktURQ?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
A Thousand Snipers in the Sky: The New War in Ukraine (Published 2025) - The New York Times,2025-03-03 08:00:00+00:00,The New York Times,news.google.com,https://news.google.com/rss/articles/CBMingFBVV95cUxORnlfQ3R2YzI2MnN4ZUYwZDQ3TC1hblFsVEJXOTdCbW92c0NHZzlPZ1R3QVlwZ2pSek8xLTJlZzJ6dlpLQVNTQ01Wam85bE5BNU0xaWE5ZGNiNklHeGg5dE5BUjg3cDExN2hRcDVkdWxrLURXWk1HMUlyS2E2ekl2NmlYbjhySUJmbldtbXoxX184ZDJjdjU0VUoxd2hHdw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Five maps show where the war in Ukraine stands after two years - The Washington Post,2024-02-23 08:00:00+00:00,The Washington Post,news.google.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxNRzBWQ2p4V3NBY29OZ2ZUdG9mcjlwMEY3aG5pd3FSdU9pcjFtb0VXWDJhYkFDR3N3eEItR0EzdEZhcGViQXdVeG80OVpwSk01MVJCZmxwNlF3WldPSWhYemliYzgxTmpac1h4ZWQtTnozUkoyWF9DeEpxTTduQ0V5WllRbVRySEwzUkkzRWNHdW1lcXNmMVpCUC1YTU13WDU1?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
How Can the West Counter Russia’s Artillery Advantage? - UNITED24 Media,2025-02-10 08:00:00+00:00,UNITED24 Media,news.google.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxPcHdFVFc3cGVld1B2dFA4dzFzZjd5bktscjVjcDlDbW5wNEpYS0xkMjNQNmR2RjVYSV93djFfOUpwanpVZEFGemNkanVCRC0weWxRYUFkZjQySVptdzNHaEhrZHJnb3lpM3pGMEszMlVacGZsQXFpeGtWcWVSNFZqdGgwZXhyWm10OUdHdXhKcV9mcjRUb1BYb1QyMlRONlU?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
"Shelling Escalates in Ukraine as Thousands Flee, Fearing Attack (Published 2022) - The New York Times",2022-02-19 08:00:00+00:00,The New York Times,news.google.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxOYWh4QWNJeG5UblphTzZmX29vRzhBd2kxSFhNQUN1Mi0xWVlGanEwbE1hLVhLNU9sWDU5bndFd0xIYVFQcFNsTjlJenRpaThwWG9pdkJ0bkY2S0lvenpudENRNXFLaGhuZk5qeThjeHhmUzlLWktYQXNOeFYzMGVaSEZRYWFsVEtCM1E?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Ukraine war briefing: Another 1.5m artillery shells for Ukraine under Czech scheme - The Guardian,2025-03-28 07:00:00+00:00,The Guardian,news.google.com,https://news.google.com/rss/articles/CBMixAFBVV95cUxNTmZVb2gxbUZvSGdkRUliQnlGMnVuSkR4S3lUMl9jN183QXprb19RLVczQVBGdGJNaDBQTm1XdDlUT2R4Y2x0aFlReFd3aEttWlA3aUh3VE9NaEJUNFhsRHgzdnEwcURPTHNRMnZSb3R2bzBpbnVnUVBIdURSaEtZN1k2V1A3NV9wRUtRZFV1NWx1ODVQemZCSTIxX2ZxZlM5ZjhmdnFIajVUREs5Ylk2Nk9BbXBiQUNWMU9zaWpFdEpRbDdo?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
Ukrainian forces pull back under fierce Russian pressure in Zaporizhia - Al Jazeera,2025-11-12 08:00:00+00:00,Al Jazeera,news.google.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxOWEVjbnBRVmd5MWJvUDRld05hWTgxZ1hEenRfVmJQcmxkZWt4Q01uc1d4Tkh6OS1wQW9PRHMwVmM0VU90MmFEMDlEb1M3d1NyemtuQU1SOEtlVWNReUs4c1N1bEh3OXVLTzRsdGZkckR6RGpZTEZKTGNBQmVaZEdWSXd1R3BSU2dsR2ZnYnRIUVNHSTdsYlRWaFUwU09DQTlMZjNqcnBWVEZubnlicG1iUEt30gG3AUFVX3lxTE5UeWJSb0V4cG1oS3BfcERGX1VsUTV5TjJxOFVXWVFLNko2SUtIZG9mclhrdmVvaFZoVDVDLWt0aVBYendVWldLMFpzY3ZFWTJhWFZ0SUJ3Nk1yRnZnTVpISHVOZmxtcnlBT2hnMkY5YWF0Y1F3QnllTjlkYXdSOWo4Vjh4d3NWZ3Y0OS1aS2sxeTQxaFc1djUydmFvb1YyM2Ewd3FPdFdOd20wcnlWakd2bnM0Tkdfcw?oc=5,google_rss,Black_Sea_Ukraine,Black_Sea_Ukraine
