sensor_id,latitude,longitude,neighborhood,district,demand_score,nearest_station_km,underserved_score,justification
sxk9ub,41.0916137695313,29.0423583984375,Fatih Sultan Mehmet Mahallesi,Sarıyer,0.7634622085480237,2.106997000228998,0.6771989119135751,"This location near Fatih Sultan Mehmet Mahallesi (Fatih Sultan Mehmet Mahallesi) was selected because it has a strong demand score (0.763) and remains relatively underserved, with the nearest existing station about 2.11 km away. Its combined underserved score (0.677) places it among the best candidates for a new station."
sxk9ku,41.0256958007813,29.0423583984375,Altunizade Mahallesi,Üsküdar,0.7589870532746916,0.2236966820472937,0.5791908570584566,"This location near Validebağ (Altunizade Mahallesi) was selected because it has a strong demand score (0.759) and remains relatively underserved, with the nearest existing station about 0.22 km away. Its combined underserved score (0.579) places it among the best candidates for a new station."
sxkdmz,41.2179565429688,29.0863037109375,Rumelifeneri Mahallesi,Sarıyer,0.42699527979486385,5.078723133154014,0.5702464598461479,"This location near Sarıyer (Sarıyer) was selected because it has a strong demand score (0.427) and remains relatively underserved, with the nearest existing station about 5.08 km away. Its combined underserved score (0.570) places it among the best candidates for a new station."
